Datetime,Open,High,Low,Close,Adj Close,Volume
2022-07-01 12:00:00-04:00,136.35499572753906,136.38999938964844,136.07179260253906,136.28829956054688,136.28829956054688,0
2022-07-01 12:05:00-04:00,136.3000030517578,136.49000549316406,136.22999572753906,136.360107421875,136.360107421875,456073
2022-07-01 12:10:00-04:00,136.36000061035156,136.57989501953125,136.27999877929688,136.4134063720703,136.4134063720703,579099
2022-07-01 12:15:00-04:00,136.42999267578125,137.05999755859375,136.41000366210938,136.97000122070312,136.97000122070312,720379
2022-07-01 12:20:00-04:00,136.99099731445312,137.14999389648438,136.90499877929688,137.13999938964844,137.13999938964844,591909
2022-07-01 12:25:00-04:00,137.14500427246094,137.1898956298828,136.9217987060547,137.02000427246094,137.02000427246094,485325
2022-07-01 12:30:00-04:00,137.02999877929688,137.1199951171875,136.74000549316406,136.8000030517578,136.8000030517578,577445
2022-07-01 12:35:00-04:00,136.80889892578125,136.87570190429688,136.57000732421875,136.610107421875,136.610107421875,472602
2022-07-01 12:40:00-04:00,136.61000061035156,136.72999572753906,136.57000732421875,136.64500427246094,136.64500427246094,328130
2022-07-01 12:45:00-04:00,136.63999938964844,136.8300018310547,136.55270385742188,136.78089904785156,136.78089904785156,395644
2022-07-01 12:50:00-04:00,136.7751007080078,136.97999572753906,136.74000549316406,136.89500427246094,136.89500427246094,394764
2022-07-01 12:55:00-04:00,136.8990020751953,136.9622039794922,136.52000427246094,136.52000427246094,136.52000427246094,391552
2022-07-01 13:00:00-04:00,136.5050048828125,136.65499877929688,136.4600067138672,136.52999877929688,136.52999877929688,390125
2022-07-01 13:05:00-04:00,136.50999450683594,136.63499450683594,136.44000244140625,136.6199951171875,136.6199951171875,369091
2022-07-01 13:10:00-04:00,136.61000061035156,136.83880615234375,136.5800018310547,136.82090759277344,136.82090759277344,348067
2022-07-01 13:15:00-04:00,136.8300018310547,136.9199981689453,136.56900024414062,136.8249969482422,136.8249969482422,547590
2022-07-01 13:20:00-04:00,136.80999755859375,136.9199981689453,136.68099975585938,136.82000732421875,136.82000732421875,351046
2022-07-01 13:25:00-04:00,136.8350067138672,137.07000732421875,136.74159240722656,137.0500030517578,137.0500030517578,550951
2022-07-01 13:30:00-04:00,137.05999755859375,137.24000549316406,137.02000427246094,137.1199951171875,137.1199951171875,545853
2022-07-01 13:35:00-04:00,137.1199951171875,137.47000122070312,137.02999877929688,137.34500122070312,137.34500122070312,704618
2022-07-01 13:40:00-04:00,137.33999633789062,137.52000427246094,137.24000549316406,137.4600067138672,137.4600067138672,1403615
2022-07-01 13:45:00-04:00,137.47000122070312,137.61000061035156,137.3300018310547,137.5500030517578,137.5500030517578,446054
2022-07-01 13:50:00-04:00,137.55999755859375,137.67410278320312,137.47999572753906,137.52000427246094,137.52000427246094,455400
2022-07-01 13:55:00-04:00,137.51809692382812,137.72000122070312,137.51809692382812,137.71780395507812,137.71780395507812,402932
2022-07-01 14:00:00-04:00,137.71499633789062,137.7292938232422,137.5,137.5200958251953,137.5200958251953,413054
2022-07-01 14:05:00-04:00,137.52999877929688,137.6300048828125,137.3000030517578,137.41000366210938,137.41000366210938,435949
2022-07-01 14:10:00-04:00,137.41000366210938,137.5500030517578,137.24000549316406,137.51499938964844,137.51499938964844,410027
2022-07-01 14:15:00-04:00,137.52999877929688,137.75,137.44000244140625,137.69000244140625,137.69000244140625,315871
2022-07-01 14:20:00-04:00,137.7100067138672,138.08999633789062,137.61000061035156,138.0749969482422,138.0749969482422,662907
2022-07-01 14:25:00-04:00,138.0800018310547,138.10000610351562,137.82000732421875,137.8699951171875,137.8699951171875,595722
2022-07-01 14:30:00-04:00,137.8699951171875,138.16000366210938,137.84500122070312,138.13290405273438,138.13290405273438,534621
2022-07-01 14:35:00-04:00,138.1199951171875,138.22999572753906,138.0023956298828,138.22500610351562,138.22500610351562,484760
2022-07-01 14:40:00-04:00,138.22999572753906,138.2344970703125,138.1199951171875,138.22500610351562,138.22500610351562,391147
2022-07-01 14:45:00-04:00,138.22000122070312,138.52999877929688,138.17230224609375,138.4600067138672,138.4600067138672,683256
2022-07-01 14:50:00-04:00,138.4600067138672,138.55999755859375,138.10000610351562,138.19000244140625,138.19000244140625,731283
2022-07-01 14:55:00-04:00,138.1999969482422,138.4803924560547,138.11000061035156,138.375,138.375,612582
2022-07-01 15:00:00-04:00,138.3800048828125,138.4499053955078,137.8509979248047,137.97000122070312,137.97000122070312,769727
2022-07-01 15:05:00-04:00,137.96229553222656,138.25999450683594,137.96009826660156,138.23500061035156,138.23500061035156,650657
2022-07-01 15:10:00-04:00,138.23500061035156,138.44869995117188,138.1699981689453,138.27369689941406,138.27369689941406,579763
2022-07-01 15:15:00-04:00,138.27999877929688,138.4199981689453,138.1300048828125,138.17999267578125,138.17999267578125,550408
2022-07-01 15:20:00-04:00,138.1750030517578,138.3000030517578,138.05499267578125,138.27499389648438,138.27499389648438,529450
2022-07-01 15:25:00-04:00,138.27000427246094,138.36000061035156,138.1300048828125,138.26499938964844,138.26499938964844,608598
2022-07-01 15:30:00-04:00,138.27000427246094,138.63119506835938,138.27000427246094,138.5301055908203,138.5301055908203,854257
2022-07-01 15:35:00-04:00,138.54119873046875,138.64999389648438,138.5,138.60000610351562,138.60000610351562,648071
2022-07-01 15:40:00-04:00,138.60000610351562,138.72999572753906,138.49000549316406,138.5749969482422,138.5749969482422,1052801
2022-07-01 15:45:00-04:00,138.5749969482422,138.6999969482422,138.3800048828125,138.64010620117188,138.64010620117188,1048720
2022-07-01 15:50:00-04:00,138.64500427246094,138.75999450683594,138.2050018310547,138.56500244140625,138.56500244140625,1633142
2022-07-01 15:55:00-04:00,138.55999755859375,139.0399932861328,138.49000549316406,138.94000244140625,138.94000244140625,3626784
2022-07-05 09:30:00-04:00,137.77000427246094,137.9499969482422,136.92999267578125,137.27999877929688,137.27999877929688,3724621
2022-07-05 09:35:00-04:00,137.4375,137.72000122070312,137.1300048828125,137.1300048828125,137.1300048828125,1489259
2022-07-05 09:40:00-04:00,137.42970275878906,137.80130004882812,137.39999389648438,137.5800018310547,137.5800018310547,1106861
